"vid","Woord","voc","cons","parsing","morf","lex"
"11013001","11","וְיָרָבְעָם","WJRB<M",,"W-JRB<M/","JRB<M/"
"11013001","12","עֹמֵד","<MD",,"<MD[/","<MD["
"11013001","13","עַל","<L",,"<L","<L"
"11013001","14","הַמִּזְבֵּחַ","HMZBX",,"H-MZBX/","MZBX/"
"11013001","15","לְהַקְטִֽיר","LHQVJR",,"L-!!]H]QV&JR[/:c","QVR["
"11013002","1","וַיִּקְרָא","WJQR>",,"W:n-!J!QR>[","QR>["
"11013002","2","עַל","<L",,"<L","<L"
"11013002","3","הַמִּזְבֵּחַ","HMZBX",,"H-MZBX/","MZBX/"
"11013002","4","בִּדְבַר","BDBR",,"B-DBR/:c","DBR/"
"11013002","5","יְהוָה","JHWH",,"JHWH/","JHWH/"
"11013002","6","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"11013002","7","מִזְבֵּחַ","MZBX",,"MZBX/","MZBX/"
"11013002","8","מִזְבֵּחַ","MZBX",,"MZBX/","MZBX/"
"11013002","9","כֹּה","KH",,"KH","KH"
"11013002","10","אָמַר",">MR",,">MR[",">MR["
"11013002","11","יְהוָה","JHWH",,"JHWH/","JHWH/"
"11013002","12","הִנֵּֽה","HNH",,"HNH","HNH"
"11013002","13","בֵן","BN",,"BN/:a","BN/"
"11013002","14","נֹולָד","NWLD",,"]N](J&WLD[/:a","JLD["
"11013002","15","לְבֵית","LBJT",,"L-BJT/:c","BJT/"
"11013002","16","דָּוִד","DWD",,"DWD==/","DWD==/"
"11013002","17","יֹאשִׁיָּהוּ","J>CJHW",,"J>CJHW/","J>CJHW/"
"11013002","18","שְׁמוֹ","CMW",,"CM/+W","CM/"
"11013002","19","וְזָבַח","WZBX",,"W-ZBX[","ZBX["
"11013002","20","עָלֶיךָ","<LJK",,"<L&J+K","<L"
"11013002","21","אֶת",">T",,">T",">T"
"11013002","22","כֹּהֲנֵי","KHNJ",,"KHN/J","KHN/"
"11013002","23","הַבָּמֹות","HBMWT",,"H-BM(H/WT","BMH/"
"11013002","24","הַמַּקְטִרִים","HMQVRJM",,"H-!M!](H]QVR[/JM","QVR["
"11013002","25","עָלֶיךָ","<LJK",,"<L&J+K","<L"
"11013002","26","וְעַצְמֹות","W<YMWT",,"W-<YM/WT:c","<YM/"
"11013002","27","אָדָם",">DM",,">DM/",">DM/"
"11013002","28","יִשְׂרְפוּ","JFRPW",,"!J!FRP[W","FRP["
"11013002","29","עָלֶֽיךָ","<LJK",,"<L&J+K","<L"
"11013003","1","וְנָתַן","WNTN",,"W-NTN[","NTN["
"11013003","2","בַּיֹּום","BJWM",,"B-(H-JWM/","JWM/"
"11013003","3","הַהוּא","HHW>",,"H-HW>","HW>"
"11013003","4","מֹופֵת","MWPT",,"MWPT/","MWPT/"
"11013003","5","לֵאמֹר","L>MR",,"L-!!>MR[/:c",">MR["
"11013003","6","זֶה","ZH",,"ZH","ZH"
"11013003","7","הַמֹּופֵת","HMWPT",,"H-MWPT/","MWPT/"
"11013003","8","אֲשֶׁר",">CR",,">CR",">CR"
"11013003","9","דִּבֶּר","DBR",,"DBR[:d","DBR["
"11013003","10","יְהוָה","JHWH",,"JHWH/","JHWH/"
"11013003","11","הִנֵּה","HNH",,"HNH","HNH"
"11013003","12","הַמִּזְבֵּחַ","HMZBX",,"H-MZBX/","MZBX/"
"11013003","13","נִקְרָע","NQR<",,"]N]QR<[","QR<["
"11013003","14","וְנִשְׁפַּךְ","WNCPK",,"W-]N]CPK[","CPK["
"11013003","15","הַדֶּשֶׁן","HDCN",,"H-DCN/","DCN/"
"11013003","16","אֲשֶׁר",">CR",,">CR",">CR"
"11013003","17","עָלָֽיו","<LJW",,"<L&J+W","<L"
"11013004","1","וַיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"11013004","2","כִשְׁמֹעַ","KCM<",,"K-!!CM<[/:c","CM<["
"11013004","3","הַמֶּלֶךְ","HMLK",,"H-MLK/","MLK/"
"11013004","4","אֶת",">T",,">T",">T"
"11013004","5","דְּבַר","DBR",,"DBR/:c","DBR/"
"11013004","6","אִישׁ",">JC",,">JC/",">JC/"
"11013004","7","הָאֱלֹהִים","H>LHJM",,"H->LH(J(M/JM",">LHJM/"
"11013004","8","אֲשֶׁר",">CR",,">CR",">CR"
"11013004","9","קָרָא","QR>",,"QR>[","QR>["
"11013004","10","עַל","<L",,"<L","<L"
"11013004","11","הַמִּזְבֵּחַ","HMZBX",,"H-MZBX/","MZBX/"
"11013004","12","בְּבֵֽית","BBJT",,"B-BJT","BJT"
"11013004","13","אֵל",">L",,">L/",">L/"
"11013004","14","וַיִּשְׁלַח","WJCLX",,"W:n-!J!CLX[","CLX["
"11013004","15","יָרָבְעָם","JRB<M",,"JRB<M/","JRB<M/"
"11013004","16","אֶת",">T",,">T",">T"
"11013004","17","יָדוֹ","JDW",,"JD/+W","JD/"
"11013004","18","מֵעַל","M<L",,"M(N-<L","<L"
"11013004","19","הַמִּזְבֵּחַ","HMZBX",,"H-MZBX/","MZBX/"
"11013004","20","לֵאמֹר","L>MR",,"L-!!>MR[/:c",">MR["
"11013004","21","תִּפְשֻׂהוּ","TPFHW",,"!!TPF[(W+HW","TPF["
"11013004","22","וַתִּיבַשׁ","WTJBC",,"W:n-!T=!JBC[","JBC["
"11013004","23","יָדוֹ","JDW",,"JD/+W","JD/"
"11013004","24","אֲשֶׁר",">CR",,">CR",">CR"
"11013004","25","שָׁלַח","CLX",,"CLX[","CLX["
"11013004","26","עָלָיו","<LJW",,"<L&J+W","<L"
"11013004","27","וְלֹא","WL>",,"W-L>","L>"
"11013004","28","יָכֹל","JKL",,"JKL[","JKL["
"11013004","29","לַהֲשִׁיבָהּ","LHCJBH",,"L-!!]H]C(W&JB[/+H","CWB["
"11013004","30","אֵלָֽיו",">LJW",,">L&J+W",">L"
"11013005","1","וְהַמִּזְבֵּחַ","WHMZBX",,"W-H-MZBX/","MZBX/"
"11013005","2","נִקְרָע","NQR<",,"]N]QR<[","QR<["
"11013005","3","וַיִּשָּׁפֵךְ","WJCPK",,"W:n-!J!](N]CPK[","CPK["
"11013005","4","הַדֶּשֶׁן","HDCN",,"H-DCN/","DCN/"
"11013005","5","מִן","MN",,"MN","MN"
"11013005","6","הַמִּזְבֵּחַ","HMZBX",,"H-MZBX/","MZBX/"
"11013005","7","כַּמֹּופֵת","KMWPT",,"K-(H-MWPT/","MWPT/"
"11013005","8","אֲשֶׁר",">CR",,">CR",">CR"
"11013005","9","נָתַן","NTN",,"NTN[","NTN["
"11013005","10","אִישׁ",">JC",,">JC/",">JC/"
"11013005","11","הָאֱלֹהִים","H>LHJM",,"H->LH(J(M/JM",">LHJM/"
"11013005","12","בִּדְבַר","BDBR",,"B-DBR/:c","DBR/"
"11013005","13","יְהוָֽה","JHWH",,"JHWH/","JHWH/"
"11013006","1","וַיַּעַן","WJ<N",,"W:n-!J!<N(H[","<NH["
"11013006","2","הַמֶּלֶךְ","HMLK",,"H-MLK/","MLK/"
"11013006","3","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"11013006","4","אֶל",">L",,">L",">L"
"11013006","5","אִישׁ",">JC",,">JC/",">JC/"
"11013006","6","הָאֱלֹהִים","H>LHJM",,"H->LH(J(M/JM",">LHJM/"
"11013006","7","חַל","XL",,"!!XL(H[:d","XLH["
"11013006","8","נָא","N>",,"N>","N>"
"11013006","9","אֶת",">T",,">T",">T"
"11013006","10","פְּנֵי","PNJ",,"PN(H/J","PNH/"
"11013006","11","יְהוָה","JHWH",,"JHWH/","JHWH/"
"11013006","12","אֱלֹהֶיךָ",">LHJK",,">LH(J(M/J+K",">LHJM/"
"11013006","13","וְהִתְפַּלֵּל","WHTPLL",,"W-!!]HT]PLL[","PLL["
"11013006","14","בַּעֲדִי","B<DJ",,"B<D/+J","B<D/"
"11013006","15","וְתָשֹׁב","WTCB",,"W-!T=!C(WB[","CWB["
"11013006","16","יָדִי","JDJ",,"JD/+J","JD/"
"11013006","17","אֵלָי",">LJ",,">L&J+(J",">L"
"11013006","18","וַיְחַל","WJXL",,"W:n-!J!XL(H[:d","XLH["
"11013006","19","אִישׁ",">JC",,">JC/",">JC/"
"11013006","20","הָֽאֱלֹהִים","H>LHJM",,"H->LH(J(M/JM",">LHJM/"
"11013006","21","אֶת",">T",,">T",">T"
"11013006","22","פְּנֵי","PNJ",,"PN(H/J","PNH/"
"11013006","23","יְהוָה","JHWH",,"JHWH/","JHWH/"
"11013006","24","וַתָּשָׁב","WTCB",,"W:n-!T=!C(WB[","CWB["
"11013006","25","יַד","JD",,"JD/:c","JD/"
"11013006","26","הַמֶּלֶךְ","HMLK",,"H-MLK/","MLK/"
"11013006","27","אֵלָיו",">LJW",,">L&J+W",">L"
"11013006","28","וַתְּהִי","WTHJ",,"W:n-!T=!HJ(H[","HJH["
"11013006","29","כְּבָרִֽאשֹׁנָֽה","KBR>CNH",,"K-B-(H-R>C(WN/H","R>CWN/"
"11013007","1","וַיְדַבֵּר","WJDBR",,"W:n-!J!DBR[:d","DBR["
"11013007","2","הַמֶּלֶךְ","HMLK",,"H-MLK/","MLK/"
"11013007","3","אֶל",">L",,">L",">L"
"11013007","4","אִישׁ",">JC",,">JC/",">JC/"
"11013007","5","הָאֱלֹהִים","H>LHJM",,"H->LH(J(M/JM",">LHJM/"
"11013007","6","בֹּאָה","B>H",,"!!B(W>[H=","BW>["
"11013007","7","אִתִּי",">TJ",,">T==+J",">T=="
"11013007","8","הַבַּיְתָה","HBJTH",,"H-BJT/~H:a","BJT/"
"11013007","9","וּֽסְעָדָה","WS<DH",,"W-!!S<D[H=","S<D["
"11013007","10","וְאֶתְּנָה","W>TNH",,"W-!>!(NTN[H=","NTN["
"11013007","11","לְךָ","LK",,"L+K","L"
"11013007","12","מַתָּֽת","MTT",,"MTT/:a","MTT/"
"11013008","1","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"11013008","2","אִישׁ",">JC",,">JC/",">JC/"
"11013008","3","הָֽאֱלֹהִים","H>LHJM",,"H->LH(J(M/JM",">LHJM/"
"11013008","4","אֶל",">L",,">L",">L"
"11013008","5","הַמֶּלֶךְ","HMLK",,"H-MLK/","MLK/"
"11013008","6","אִם",">M",,">M",">M"
"11013008","7","תִּתֶּן","TTN",,"!T!(NTN[","NTN["
"11013008","8","לִי","LJ",,"L+J","L"
"11013008","9","אֶת",">T",,">T",">T"
"11013008","10","חֲצִי","XYJ",,"XYJ/","XYJ/"
"11013008","11","בֵיתֶךָ","BJTK",,"BJT/+K","BJT/"
"11013008","12","לֹא","L>",,"L>","L>"
"11013008","13","אָבֹא",">B>",,"!>!B(W>[","BW>["
"11013008","14","עִמָּךְ","<MK",,"<M+K","<M"
"11013008","15","וְלֹֽא","WL>",,"W-L>","L>"
"11013008","16","אֹכַל",">KL",,"!>!(>KL[",">KL["
"11013008","17","לֶחֶם","LXM",,"LXM/","LXM/"
"11013008","18","וְלֹא","WL>",,"W-L>","L>"
"11013008","19","אֶשְׁתֶּה",">CTH",,"!>!CTH[","CTH["
"11013008","20","מַּיִם","MJM",,"MJ(M/(JM","MJM/"
"11013008","21","בַּמָּקֹום","BMQWM",,"B-(H-MQWM/:a","MQWM/"
"11013008","22","הַזֶּֽה","HZH",,"H-ZH","ZH"
"11013009","1","כִּֽי","KJ",,"KJ","KJ"
"11013009","2","כֵן","KN",,"KN","KN"
"11013009","3","צִוָּה","YWH",,"YWH[:d","YWH["
"11013009","4","אֹתִי",">TJ",,">T+J",">T"
"11013009","5","בִּדְבַר","BDBR",,"B-DBR/:c","DBR/"
"11013009","6","יְהוָה","JHWH",,"JHWH/","JHWH/"
"11013009","7","לֵאמֹר","L>MR",,"L-!!>MR[/:c",">MR["
"11013009","8","לֹא","L>",,"L>","L>"
"11013009","9","תֹאכַל","T>KL",,"!T!>KL[",">KL["
"11013009","10","לֶחֶם","LXM",,"LXM/","LXM/"
"11013009","11","וְלֹא","WL>",,"W-L>","L>"
"11013009","12","תִשְׁתֶּה","TCTH",,"!T!CTH[","CTH["
"11013009","13","מָּיִם","MJM",,"MJ(M/(JM","MJM/"
"11013009","14","וְלֹא","WL>",,"W-L>","L>"
"11013009","15","תָשׁוּב","TCWB",,"!T!CWB[","CWB["
"11013009","16","בַּדֶּרֶךְ","BDRK",,"B-(H-DRK/","DRK/"
"11013009","17","אֲשֶׁר",">CR",,">CR",">CR"
"11013009","18","הָלָֽכְתָּ","HLKT",,"HLK[T","HLK["
"11013010","1","וַיֵּלֶךְ","WJLK",,"W:n-!J!(HLK[","HLK["
"11013010","2","בְּדֶרֶךְ","BDRK",,"B-DRK/","DRK/"
"11013010","3","אַחֵר",">XR",,">XR=/",">XR=/"
"11013010","4","וְלֹֽא","WL>",,"W-L>","L>"
"11013010","5","שָׁב","CB",,"C(WB[","CWB["
"11013010","6","בַּדֶּרֶךְ","BDRK",,"B-(H-DRK/","DRK/"
"11013010","7","אֲשֶׁר",">CR",,">CR",">CR"
"11013010","8","בָּא","B>",,"B(W>[","BW>["
"11013010","9","בָהּ","BH",,"B+H","B"
"11013010","10","אֶל",">L",,">L",">L"
"11013010","11","בֵּֽית","BJT",,"BJT","BJT"
"11013010","12","אֵֽל",">L",,">L/",">L/"
"11013011","1","וְנָבִיא","WNBJ>",,"W-NBJ>/","NBJ>/"
"11013011","2","אֶחָד",">XD",,">XD/:a",">XD/"
"11013011","3","זָקֵן","ZQN",,"ZQN/:a","ZQN/"
"11013011","4","יֹשֵׁב","JCB",,"JCB[/","JCB["
"11013011","5","בְּבֵֽית","BBJT",,"B-BJT","BJT"
"11013011","6","אֵל",">L",,">L/",">L/"
"11013011","7","וַיָּבֹוא","WJBW>",,"W:n-!J!BW>[","BW>["
"11013011","8","בְנוֹ","BNW",,"BN/+W","BN/"
"11013011","9","וַיְסַפֶּר","WJSPR",,"W:n-!J!SPR[:d","SPR["
"11013011","10","לוֹ","LW",,"L+W","L"
"11013011","11","אֶת",">T",,">T",">T"
"11013011","12","כָּל","KL",,"KL/","KL/"
"11013011","13","הַמַּעֲשֶׂה","HM<FH",,"H-M<FH/:a","M<FH/"
"11013011","14","אֲשֶׁר",">CR",,">CR",">CR"
"11013011","15","עָשָׂה","<FH",,"<FH[","<FH["
"11013011","16","אִישׁ",">JC",,">JC/",">JC/"
"11013011","17","הָאֱלֹהִים","H>LHJM",,"H->LH(J(M/JM",">LHJM/"
"11013011","18","הַיֹּום","HJWM",,"H-JWM/","JWM/"
"11013011","19","בְּבֵֽית","BBJT",,"B-BJT","BJT"
"11013011","20","אֵל",">L",,">L/",">L/"
"11013011","21","אֶת",">T",,">T",">T"
"11013011","22","הַדְּבָרִים","HDBRJM",,"H-DBR/JM","DBR/"
"11013011","23","אֲשֶׁר",">CR",,">CR",">CR"
"11013011","24","דִּבֶּר","DBR",,"DBR[:d","DBR["
"11013011","25","אֶל",">L",,">L",">L"
"11013011","26","הַמֶּלֶךְ","HMLK",,"H-MLK/","MLK/"
"11013011","27","וַֽיְסַפְּרוּם","WJSPRWM",,"W:n-!J!SPR[W:d+M","SPR["
"11013011","28","לַאֲבִיהֶֽם","L>BJHM",,"L->B/~J+HM",">B/"
"11013012","1","וַיְדַבֵּר","WJDBR",,"W:n-!J!DBR[:d","DBR["
"11013012","2","אֲלֵהֶם",">LHM",,">L+HM",">L"
"11013012","3","אֲבִיהֶם",">BJHM",,">B/~J+HM",">B/"
"11013012","4","אֵֽי",">J",,">J",">J"
"11013012","5","זֶה","ZH",,"ZH","ZH"
"11013012","6","הַדֶּרֶךְ","HDRK",,"H-DRK/","DRK/"
"11013012","7","הָלָךְ","HLK",,"HLK[","HLK["
"11013012","8","וַיִּרְאוּ","WJR>W",,"W:n-!J!R>(H[W","R>H["
"11013012","9","בָנָיו","BNJW",,"BN/J+W","BN/"
"11013012","10","אֶת",">T",,">T",">T"
"11013012","11","הַדֶּרֶךְ","HDRK",,"H-DRK/","DRK/"
"11013012","12","אֲשֶׁר",">CR",,">CR",">CR"
"11013012","13","הָלַךְ","HLK",,"HLK[","HLK["
"11013012","14","אִישׁ",">JC",,">JC/",">JC/"
"11013012","15","הָאֱלֹהִים","H>LHJM",,"H->LH(J(M/JM",">LHJM/"
"11013012","16","אֲשֶׁר",">CR",,">CR",">CR"
"11013012","17","בָּא","B>",,"B(W>[","BW>["
"11013012","18","מִיהוּדָֽה","MJHWDH",,"M(N-JHWDH/","JHWDH/"
"11013013","1","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"11013013","2","אֶל",">L",,">L",">L"
"11013013","3","בָּנָיו","BNJW",,"BN/J+W","BN/"
"11013013","4","חִבְשׁוּ","XBCW",,"!!XBC[W","XBC["
"11013013","5","לִי","LJ",,"L+J","L"
"11013013","6","הַחֲמֹור","HXMWR",,"H-XMWR/","XMWR/"
"11013013","7","וַיַּחְבְּשׁוּ","WJXBCW",,"W:n-!J!XBC[W","XBC["
"11013013","8","לוֹ","LW",,"L+W","L"
"11013013","9","הַחֲמֹור","HXMWR",,"H-XMWR/","XMWR/"
"11013013","10","וַיִּרְכַּב","WJRKB",,"W:n-!J!RKB[","RKB["
"11013013","11","עָלָֽיו","<LJW",,"<L&J+W","<L"
"11013014","1","וַיֵּלֶךְ","WJLK",,"W:n-!J!(HLK[","HLK["
"11013014","2","אַֽחֲרֵי",">XRJ",,">XR/J",">XR/"
"11013014","3","אִישׁ",">JC",,">JC/",">JC/"
"11013014","4","הָאֱלֹהִים","H>LHJM",,"H->LH(J(M/JM",">LHJM/"
"11013014","5","וַיִּמְצָאֵהוּ","WJMY>HW",,"W:n-!J!MY>[+HW","MY>["
"11013014","6","יֹשֵׁב","JCB",,"JCB[/","JCB["
"11013014","7","תַּחַת","TXT",,"TXT/","TXT/"
"11013014","8","הָאֵלָה","H>LH",,"H->L(H/H",">LH/"
"11013014","9","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"11013014","10","אֵלָיו",">LJW",,">L&J+W",">L"
"11013014","11","הַאַתָּה","H>TH",,"H=->TH",">TH"
"11013014","12","אִישׁ",">JC",,">JC/",">JC/"
"11013014","13","הָאֱלֹהִים","H>LHJM",,"H->LH(J(M/JM",">LHJM/"
"11013014","14","אֲשֶׁר",">CR",,">CR",">CR"
"11013014","15","בָּאתָ","B>T",,"B(W>[T","BW>["
"11013014","16","מִֽיהוּדָה","MJHWDH",,"M(N-JHWDH/","JHWDH/"
"11013014","17","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"11013014","18","אָֽנִי",">NJ",,">NJ",">NJ"
"11013015","1","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"11013015","2","אֵלָיו",">LJW",,">L&J+W",">L"
"11013015","3","לֵךְ","LK",,"!!(HLK[","HLK["
"11013015","4","אִתִּי",">TJ",,">T==+J",">T=="
"11013015","5","הַבָּיְתָה","HBJTH",,"H-BJT/~H:a","BJT/"
"11013015","6","וֶאֱכֹל","W>KL",,"W-!!>KL[",">KL["
"11013015","7","לָֽחֶם","LXM",,"LXM/:a","LXM/"
"11013016","1","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"11013016","2","לֹא","L>",,"L>","L>"
"11013016","3","אוּכַל",">WKL",,"!>!(J&WKL[","JKL["
"11013016","4","לָשׁוּב","LCWB",,"L-!!CWB[/:c","CWB["
"11013016","5","אִתָּךְ",">TK",,">T==+K",">T=="
"11013016","6","וְלָבֹוא","WLBW>",,"W-L-!!BW>[/","BW>["
"11013016","7","אִתָּךְ",">TK",,">T==+K",">T=="
"11013016","8","וְלֹֽא","WL>",,"W-L>","L>"
"11013016","9","אֹכַל",">KL",,"!>!(>KL[",">KL["
"11013016","10","לֶחֶם","LXM",,"LXM/","LXM/"
"11013016","11","וְלֹֽא","WL>",,"W-L>","L>"
"11013016","12","אֶשְׁתֶּה",">CTH",,"!>!CTH[","CTH["
"11013016","13","אִתְּךָ",">TK",,">T==+K",">T=="
"11013016","14","מַיִם","MJM",,"MJ(M/(JM","MJM/"
"11013016","15","בַּמָּקֹום","BMQWM",,"B-(H-MQWM/:a","MQWM/"
"11013016","16","הַזֶּֽה","HZH",,"H-ZH","ZH"
"11013017","1","כִּֽי","KJ",,"KJ","KJ"
"11013017","2","דָבָר","DBR",,"DBR/:a","DBR/"
"11013017","3","אֵלַי",">LJ",,">L&J+(J",">L"
"11013017","4","בִּדְבַר","BDBR",,"B-DBR/:c","DBR/"
"11013017","5","יְהוָה","JHWH",,"JHWH/","JHWH/"
"11013017","6","לֹֽא","L>",,"L>","L>"
"11013017","7","תֹאכַל","T>KL",,"!T!>KL[",">KL["
"11013017","8","לֶחֶם","LXM",,"LXM/","LXM/"
"11013017","9","וְלֹֽא","WL>",,"W-L>","L>"
"11013017","10","תִשְׁתֶּה","TCTH",,"!T!CTH[","CTH["
"11013017","11","שָׁם","CM",,"CM","CM"
"11013017","12","מָיִם","MJM",,"MJ(M/(JM","MJM/"
"11013017","13","לֹא","L>",,"L>","L>"
"11013017","14","תָשׁוּב","TCWB",,"!T!CWB[","CWB["
"11013017","15","לָלֶכֶת","LLKT",,"L-!!(HLK[/T","HLK["
"11013017","16","בַּדֶּרֶךְ","BDRK",,"B-(H-DRK/","DRK/"
"11013017","17","אֲשֶׁר",">CR",,">CR",">CR"
"11013017","18","הָלַכְתָּ","HLKT",,"HLK[T","HLK["
"11013017","19","בָּֽהּ","BH",,"B+H","B"
"11013018","1","וַיֹּאמֶר","WJ>MR",,"W:n-!J!>MR[",">MR["
"11013018","2","לוֹ","LW",,"L+W","L"
"11013018","3","גַּם","GM",,"GM","GM"
"11013018","4","אֲנִי",">NJ",,">NJ",">NJ"
"11013018","5","נָבִיא","NBJ>",,"NBJ>/","NBJ>/"
"11013018","6","כָּמוֹךָ","KMWK",,"KMW+K","KMW"
"11013018","7","וּמַלְאָךְ","WML>K",,"W-ML>K/:a","ML>K/"
"11013018","8","דִּבֶּר","DBR",,"DBR[:d","DBR["
"11013018","9","אֵלַי",">LJ",,">L&J+(J",">L"
"11013018","10","בִּדְבַר","BDBR",,"B-DBR/:c","DBR/"
"11013018","11","יְהוָה","JHWH",,"JHWH/","JHWH/"
"11013018","12","לֵאמֹר","L>MR",,"L-!!>MR[/:c",">MR["
"11013018","13","הֲשִׁבֵהוּ","HCBHW",,"!!]H]C(WB[+HW","CWB["
"11013018","14","אִתְּךָ",">TK",,">T==+K",">T=="
"11013018","15","אֶל",">L",,">L",">L"
"11013018","16","בֵּיתֶךָ","BJTK",,"BJT/+K","BJT/"
"11013018","17","וְיֹאכַל","WJ>KL",,"W-!J!>KL[",">KL["
"11013018","18","לֶחֶם","LXM",,"LXM/","LXM/"
"11013018","19","וְיֵשְׁתְּ","WJCT",,"W-!J!CT(H[","CTH["
"11013018","20","מָיִם","MJM",,"MJ(M/(JM","MJM/"
"11013018","21","כִּחֵשׁ","KXC",,"KXC[:d","KXC["
"11013018","22","לֽוֹ","LW",,"L+W","L"
"11013019","1","וַיָּשָׁב","WJCB",,"W:n-!J!C(WB[","CWB["
"11013019","2","אִתּוֹ",">TW",,">T==+W",">T=="
"11013019","3","וַיֹּאכַל","WJ>KL",,"W:n-!J!>KL[",">KL["
"11013019","4","לֶחֶם","LXM",,"LXM/","LXM/"
"11013019","5","בְּבֵיתוֹ","BBJTW",,"B-BJT/+W","BJT/"
"11013019","6","וַיֵּשְׁתְּ","WJCT",,"W:n-!J!CT(H[","CTH["
"11013019","7","מָֽיִם","MJM",,"MJ(M/(JM","MJM/"
"11013020","1","וַיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"11013020","2","הֵם","HM",,"HM","HM"
"11013020","3","יֹשְׁבִים","JCBJM",,"JCB[/JM","JCB["
"11013020","4","אֶל",">L",,">L",">L"
"11013020","5","הַשֻּׁלְחָן","HCLXN",,"H-CLXN/:a","CLXN/"
"11013020","6","וַֽיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"11013020","7","דְּבַר","DBR",,"DBR/:c","DBR/"
"11013020","8","יְהוָה","JHWH",,"JHWH/","JHWH/"
"11013020","9","אֶל",">L",,">L",">L"
"11013020","10","הַנָּבִיא","HNBJ>",,"H-NBJ>/","NBJ>/"
"11013020","11","אֲשֶׁר",">CR",,">CR",">CR"
"11013020","12","הֱשִׁיבֽוֹ","HCJBW",,"]H]C(W&JB[+W","CWB["
"11013021","1","וַיִּקְרָא","WJQR>",,"W:n-!J!QR>[","QR>["
"11013021","2","אֶל",">L",,">L",">L"
"11013021","3","אִישׁ",">JC",,">JC/",">JC/"
"11013021","4","הָאֱלֹהִים","H>LHJM",,"H->LH(J(M/JM",">LHJM/"
"11013021","5","אֲשֶׁר",">CR",,">CR",">CR"
"11013021","6","בָּא","B>",,"B(W>[","BW>["
"11013021","7","מִֽיהוּדָה","MJHWDH",,"M(N-JHWDH/","JHWDH/"
"11013021","8","לֵאמֹר","L>MR",,"L-!!>MR[/:c",">MR["
"11013021","9","כֹּה","KH",,"KH","KH"
"11013021","10","אָמַר",">MR",,">MR[",">MR["
"11013021","11","יְהוָה","JHWH",,"JHWH/","JHWH/"
"11013021","12","יַעַן","J<N",,"J<N/","J<N/"
"11013021","13","כִּי","KJ",,"KJ","KJ"
"11013021","14","מָרִיתָ","MRJT",,"MR(H&J[T","MRH["
"11013021","15","פִּי","PJ",,"P(H&J/:c","PH/"
"11013021","16","יְהוָה","JHWH",,"JHWH/","JHWH/"
"11013021","17","וְלֹא","WL>",,"W-L>","L>"
"11013021","18","שָׁמַרְתָּ","CMRT",,"CMR[T","CMR["
"11013021","19","אֶת",">T",,">T",">T"
"11013021","20","הַמִּצְוָה","HMYWH",,"H-MYW(H/H","MYWH/"
"11013021","21","אֲשֶׁר",">CR",,">CR",">CR"
"11013021","22","צִוְּךָ","YWK",,"YW(H[:d+K","YWH["
"11013021","23","יְהוָה","JHWH",,"JHWH/","JHWH/"
"11013021","24","אֱלֹהֶֽיךָ",">LHJK",,">LH(J(M/J+K",">LHJM/"
"11013022","1","וַתָּשָׁב","WTCB",,"W:n-!T!C(WB[","CWB["
"11013022","2","וַתֹּאכַל","WT>KL",,"W:n-!T!>KL[",">KL["
"11013022","3","לֶחֶם","LXM",,"LXM/","LXM/"
"11013022","4","וַתֵּשְׁתְּ","WTCT",,"W:n-!T!CT(H[","CTH["
"11013022","5","מַיִם","MJM",,"MJ(M/(JM","MJM/"
"11013022","6","בַּמָּקֹום","BMQWM",,"B-(H-MQWM/:a","MQWM/"
"11013022","7","אֲשֶׁר",">CR",,">CR",">CR"
"11013022","8","דִּבֶּר","DBR",,"DBR[:d","DBR["
"11013022","9","אֵלֶיךָ",">LJK",,">L&J+K",">L"
"11013022","10","אַל",">L",,">L=",">L="
"11013022","11","תֹּאכַל","T>KL",,"!T!>KL[",">KL["
"11013022","12","לֶחֶם","LXM",,"LXM/","LXM/"
"11013022","13","וְאַל","W>L",,"W->L=",">L="
"11013022","14","תֵּשְׁתְּ","TCT",,"!T!CT(H[","CTH["
"11013022","15","מָיִם","MJM",,"MJ(M/(JM","MJM/"
"11013022","16","לֹֽא","L>",,"L>","L>"
"11013022","17","תָבֹוא","TBW>",,"!T=!BW>[","BW>["
"11013022","18","נִבְלָתְךָ","NBLTK",,"NBL(H=/T+K","NBLH=/"
"11013022","19","אֶל",">L",,">L",">L"
"11013022","20","קֶבֶר","QBR",,"QBR/","QBR/"
"11013022","21","אֲבֹתֶֽיךָ",">BTJK",,">B/(WTJ+K",">B/"
"11013023","1","וַיְהִי","WJHJ",,"W:n-!J!HJ(H[","HJH["
"11013023","2","אַחֲרֵי",">XRJ",,">XR/J",">XR/"
